"","year.from","month.from","day.from","year.to","month.to","day.to","weeknum","numdate","birth","birth.no.mv","birth.no.uhp","birth.trend","birth.trend.fitted","birth.fitted"
"26",1842,6,25,1842,7,2,26,1842.48219178082,158,1158.461538,1158.461538,1105.254667,1105.254667,1158.461538
"27",1842,7,2,1842,7,9,27,1842.50136986301,245,1158.461538,1158.461538,1105.699176,1105.699176,1158.461538
"28",1842,7,9,1842,7,16,28,1842.52054794521,155,1158.461538,1158.461538,1106.147618,1106.147618,1158.461538
"29",1842,7,16,1842,7,23,29,1842.5397260274,259,1158.461538,1158.461538,1106.599993,1106.599993,1158.461538
"30",1842,7,23,1842,7,30,30,1842.55890410959,229,1158.461538,1158.461538,1107.056301,1107.056301,1158.461538
"31",1842,7,30,1842,8,6,31,1842.57808219178,165,1158.461538,1158.461538,1107.516543,1107.516543,1158.461538
"32",1842,8,6,1842,8,13,32,1842.59726027397,378,1158.461538,1158.461538,1107.98072,1107.98072,1158.461538
"33",1842,8,13,1842,8,20,33,1842.61643835616,160,1158.461538,1158.461538,1108.448831,1108.448831,1158.461538
"34",1842,8,20,1842,8,27,34,1842.63561643836,149,1158.461538,1158.461538,1108.920901,1108.920901,1158.461538
"35",1842,8,27,1842,9,3,35,1842.65479452055,225,1158.461538,1158.461538,1109.396883,1109.396883,1158.461538
"36",1842,9,3,1842,9,10,36,1842.67397260274,111,1158.461538,1158.461538,1109.876801,1109.876801,1158.461538
"37",1842,9,10,1842,9,17,37,1842.69315068493,407,1158.461538,1158.461538,1110.360655,1110.360655,1158.461538
"38",1842,9,17,1842,9,24,38,1842.71232876712,121,1158.461538,1158.461538,1110.848446,1110.848446,1158.461538
"39",1842,9,24,1842,10,1,39,1842.73150684932,150,1158.461538,1158.461538,1111.340174,1111.340174,1158.461538
"40",1842,10,1,1842,10,8,40,1842.75068493151,110,1158.461538,1158.461538,1111.83584,1111.83584,1158.461538
"41",1842,10,8,1842,10,15,41,1842.7698630137,175,1158.461538,1158.461538,1112.335444,1112.335444,1158.461538
"42",1842,10,15,1842,10,22,42,1842.78904109589,306,1158.461538,1158.461538,1112.838986,1112.838986,1158.461538
"43",1842,10,22,1842,10,29,43,1842.80821917808,268,1158.461538,1158.461538,1113.346467,1113.346467,1158.461538
"44",1842,10,29,1842,11,5,44,1842.82739726027,284,1158.461538,1158.461538,1113.857887,1113.857887,1158.461538
"45",1842,11,5,1842,11,12,45,1842.84657534247,288,1158.461538,1158.461538,1114.373247,1114.373247,1158.461538
"46",1842,11,12,1842,11,19,46,1842.86575342466,195,1158.461538,1158.461538,1114.892575,1114.892575,1158.461538
"47",1842,11,19,1842,11,26,47,1842.88493150685,442,1158.461538,1158.461538,1115.415816,1115.415816,1158.461538
"48",1842,11,26,1842,12,3,48,1842.90410958904,342,1158.461538,1158.461538,1115.942998,1115.942998,1158.461538
"49",1842,12,3,1842,12,10,49,1842.92328767123,3727,1158.461538,1158.461538,1116.474121,1116.474121,1158.461538
"50",1842,12,10,1842,12,17,50,1842.94246575342,106,1158.461538,1158.461538,1117.009186,1117.009186,1158.461538
"51",1842,12,17,1842,12,24,51,1842.96164383562,189,1158.461538,1158.461538,1117.548194,1117.548194,1158.461538
"52",1842,12,24,1842,12,31,52,1842.98082191781,135,1152.773585,1152.773585,1118.091144,1118.091144,1152.773585
"53",1842,12,31,1843,1,7,53,1843,222,1152.773585,1152.773585,1118.638037,1118.638037,1152.773585
"54",1843,1,7,1843,1,14,1,1843.01917808219,254,1152.773585,1152.773585,1119.188874,1119.188874,1152.773585
"55",1843,1,14,1843,1,21,2,1843.03835616438,201,1152.773585,1152.773585,1119.743655,1119.743655,1152.773585
"56",1843,1,21,1843,1,28,3,1843.05753424658,240,1152.773585,1152.773585,1120.30238,1120.30238,1152.773585
"57",1843,1,28,1843,2,4,4,1843.07671232877,162,1152.773585,1152.773585,1120.865049,1120.865049,1152.773585
"58",1843,2,4,1843,2,11,5,1843.09589041096,198,1152.773585,1152.773585,1121.431664,1121.431664,1152.773585
"59",1843,2,11,1843,2,18,6,1843.11506849315,215,1152.773585,1152.773585,1122.002255,1122.002255,1152.773585
"60",1843,2,18,1843,2,25,7,1843.13424657534,160,1152.773585,1152.773585,1122.576761,1122.576761,1152.773585
"61",1843,2,25,1843,3,4,8,1843.15342465753,221,1152.773585,1152.773585,1123.155214,1123.155214,1152.773585
"62",1843,3,4,1843,3,11,9,1843.17260273973,135,1152.773585,1152.773585,1123.737614,1123.737614,1152.773585
"63",1843,3,11,1843,3,18,10,1843.19178082192,341,1152.773585,1152.773585,1124.323962,1124.323962,1152.773585
"64",1843,3,18,1843,3,25,11,1843.21095890411,235,1152.773585,1152.773585,1124.914257,1124.914257,1152.773585
"65",1843,3,25,1843,4,1,12,1843.2301369863,356,1152.773585,1152.773585,1125.5085,1125.5085,1152.773585
"66",1843,4,1,1843,4,8,13,1843.24931506849,377,1152.773585,1152.773585,1126.106692,1126.106692,1152.773585
"67",1843,4,8,1843,4,15,14,1843.26849315068,188,1152.773585,1152.773585,1126.708832,1126.708832,1152.773585
"68",1843,4,15,1843,4,22,15,1843.28767123288,398,1152.773585,1152.773585,1127.314922,1127.314922,1152.773585
"69",1843,4,22,1843,4,29,16,1843.30684931507,139,1152.773585,1152.773585,1127.924962,1127.924962,1152.773585
"70",1843,4,29,1843,5,6,17,1843.32602739726,257,1152.773585,1152.773585,1128.538952,1128.538952,1152.773585
"71",1843,5,6,1843,5,13,18,1843.34520547945,142,1152.773585,1152.773585,1129.156925,1129.156925,1152.773585
"72",1843,5,13,1843,5,20,19,1843.36438356164,161,1152.773585,1152.773585,1129.778817,1129.778817,1152.773585
"73",1843,5,20,1843,5,27,20,1843.38356164384,184,1152.773585,1152.773585,1130.404661,1130.404661,1152.773585
"74",1843,5,27,1843,6,3,21,1843.40273972603,281,1152.773585,1152.773585,1131.034456,1131.034456,1152.773585
"75",1843,6,3,1843,6,10,22,1843.42191780822,270,1152.773585,1152.773585,1131.668204,1131.668204,1152.773585
"76",1843,6,10,1843,6,17,23,1843.44109589041,102,1152.773585,1152.773585,1132.305904,1132.305904,1152.773585
"77",1843,6,17,1843,6,24,24,1843.4602739726,NA,1152.773585,1152.773585,1132.947558,1132.947558,1152.773585
"78",1843,6,24,1843,7,1,25,1843.47945205479,167,1152.773585,1152.773585,1133.593165,1133.593165,1152.773585
"79",1843,7,1,1843,7,8,26,1843.49863013699,141,1152.773585,1152.773585,1134.242726,1134.242726,1152.773585
"80",1843,7,8,1843,7,15,27,1843.51780821918,178,1152.773585,1152.773585,1134.896242,1134.896242,1152.773585
"81",1843,7,15,1843,7,22,28,1843.53698630137,201,1152.773585,1152.773585,1135.553712,1135.553712,1152.773585
"82",1843,7,22,1843,7,29,29,1843.55616438356,193,1152.773585,1152.773585,1136.215138,1136.215138,1152.773585
"83",1843,7,29,1843,8,5,30,1843.57534246575,168,1152.773585,1152.773585,1136.880554,1136.880554,1152.773585
"84",1843,8,5,1843,8,12,31,1843.59452054795,204,1152.773585,1152.773585,1137.549892,1137.549892,1152.773585
"85",1843,8,12,1843,8,19,32,1843.61369863014,201,1152.773585,1152.773585,1138.223186,1138.223186,1152.773585
"86",1843,8,19,1843,8,26,33,1843.63287671233,225,1152.773585,1152.773585,1138.900438,1138.900438,1152.773585
"87",1843,8,26,1843,9,2,34,1843.65205479452,272,1152.773585,1152.773585,1139.581646,1139.581646,1152.773585
"88",1843,9,2,1843,9,9,35,1843.67123287671,398,1152.773585,1152.773585,1140.266813,1140.266813,1152.773585
"89",1843,9,9,1843,9,16,36,1843.6904109589,220,1152.773585,1152.773585,1140.955937,1140.955937,1152.773585
"90",1843,9,16,1843,9,23,37,1843.7095890411,145,1152.773585,1152.773585,1141.64902,1141.64902,1152.773585
"91",1843,9,23,1843,9,30,38,1843.72876712329,162,1152.773585,1152.773585,1142.346063,1142.346063,1152.773585
"92",1843,9,30,1843,10,7,39,1843.74794520548,222,1152.773585,1152.773585,1143.047064,1143.047064,1152.773585
"93",1843,10,7,1843,10,14,40,1843.76712328767,400,1152.773585,1152.773585,1143.752026,1143.752026,1152.773585
"94",1843,10,14,1843,10,21,41,1843.78630136986,236,1152.773585,1152.773585,1144.460948,1144.460948,1152.773585
"95",1843,10,21,1843,10,28,42,1843.80547945205,222,1152.773585,1152.773585,1145.173868,1145.173868,1152.773585
"96",1843,10,28,1843,11,4,43,1843.82465753425,192,1152.773585,1152.773585,1145.890711,1145.890711,1152.773585
"97",1843,11,4,1843,11,11,44,1843.84383561644,433,1152.773585,1152.773585,1146.611509,1146.611509,1152.773585
"98",1843,11,11,1843,11,18,45,1843.86301369863,225,1152.773585,1152.773585,1147.336257,1147.336257,1152.773585
"99",1843,11,18,1843,11,25,46,1843.88219178082,155,1152.773585,1152.773585,1148.06495,1148.06495,1152.773585
"100",1843,11,25,1843,12,2,47,1843.90136986301,381,1152.773585,1152.773585,1148.79758,1148.79758,1152.773585
"101",1843,12,2,1843,12,9,48,1843.92054794521,2343,1152.773585,1152.773585,1149.534144,1149.534144,1152.773585
"102",1843,12,9,1843,12,16,49,1843.9397260274,56,1152.773585,1152.773585,1150.274634,1150.274634,1152.773585
"103",1843,12,16,1843,12,23,50,1843.95890410959,317,1152.773585,1152.773585,1151.019045,1151.019045,1152.773585
"104",1843,12,23,1843,12,30,51,1843.97808219178,259,1152.773585,1152.773585,1151.767368,1151.767368,1152.773585
"105",1843,12,30,1844,1,6,52,1843.99726027397,167,1237.096154,1237.096154,1152.519591,1152.519591,1237.096154
"106",1844,1,6,1844,1,13,1,1844.01643835616,245,1237.096154,1237.096154,1153.275707,1153.275707,1237.096154
"107",1844,1,13,1844,1,20,2,1844.03561643836,207,1237.096154,1237.096154,1154.035742,1154.035742,1237.096154
"108",1844,1,20,1844,1,27,3,1844.05479452055,229,1237.096154,1237.096154,1154.799604,1154.799604,1237.096154
"109",1844,1,27,1844,2,3,4,1844.07397260274,89,1237.096154,1237.096154,1155.567318,1155.567318,1237.096154
"110",1844,2,3,1844,2,10,5,1844.09315068493,183,1237.096154,1237.096154,1156.338869,1156.338869,1237.096154
"111",1844,2,10,1844,2,17,6,1844.11232876712,214,1237.096154,1237.096154,1157.11424,1157.11424,1237.096154
"112",1844,2,17,1844,2,24,7,1844.13150684931,254,1237.096154,1237.096154,1157.893414,1157.893414,1237.096154
"113",1844,2,24,1844,3,2,8,1844.15068493151,146,1237.096154,1237.096154,1158.564276,1158.564276,1237.096154
"114",1844,3,2,1844,3,9,9,1844.1698630137,121,1237.096154,1237.096154,1159.350458,1159.350458,1237.096154
"115",1844,3,9,1844,3,16,10,1844.18904109589,263,1237.096154,1237.096154,1160.140385,1160.140385,1237.096154
"116",1844,3,16,1844,3,23,11,1844.20821917808,241,1237.096154,1237.096154,1160.934075,1160.934075,1237.096154
"117",1844,3,23,1844,3,30,12,1844.22739726027,150,1237.096154,1237.096154,1161.731422,1161.731422,1237.096154
"118",1844,3,30,1844,4,6,13,1844.24657534247,195,1237.096154,1237.096154,1162.532444,1162.532444,1237.096154
"119",1844,4,6,1844,4,13,14,1844.26575342466,308,1237.096154,1237.096154,1163.337117,1163.337117,1237.096154
"120",1844,4,13,1844,4,20,15,1844.28493150685,223,1237.096154,1237.096154,1164.145414,1164.145414,1237.096154
"121",1844,4,20,1844,4,27,16,1844.30410958904,186,1237.096154,1237.096154,1164.957309,1164.957309,1237.096154
"122",1844,4,27,1844,5,4,17,1844.32328767123,132,1237.096154,1237.096154,1165.772773,1165.772773,1237.096154
"123",1844,5,4,1844,5,11,18,1844.34246575342,193,1237.096154,1237.096154,1166.591777,1166.591777,1237.096154
"124",1844,5,11,1844,5,18,19,1844.36164383562,227,1237.096154,1237.096154,1167.414294,1167.414294,1237.096154
"125",1844,5,18,1844,5,25,20,1844.38082191781,164,1237.096154,1237.096154,1168.240291,1168.240291,1237.096154
"126",1844,5,25,1844,6,1,21,1844.4,248,1237.096154,1237.096154,1169.06974,1169.06974,1237.096154
"127",1844,6,1,1844,6,8,22,1844.41917808219,223,1237.096154,1237.096154,1169.902609,1169.902609,1237.096154
"128",1844,6,8,1844,6,15,23,1844.43835616438,227,1237.096154,1237.096154,1170.738909,1170.738909,1237.096154
"129",1844,6,15,1844,6,22,24,1844.45753424658,105,1237.096154,1237.096154,1171.57852,1171.57852,1237.096154
"130",1844,6,22,1844,6,29,25,1844.47671232877,141,1237.096154,1237.096154,1172.421449,1172.421449,1237.096154
"131",1844,6,29,1844,7,6,26,1844.49589041096,148,1237.096154,1237.096154,1173.267655,1173.267655,1237.096154
"132",1844,7,6,1844,7,13,27,1844.51506849315,215,1237.096154,1237.096154,1174.117094,1174.117094,1237.096154
"133",1844,7,13,1844,7,20,28,1844.53424657534,246,1237.096154,1237.096154,1174.969723,1174.969723,1237.096154
"134",1844,7,20,1844,7,27,29,1844.55342465753,119,1237.096154,1237.096154,1175.8255,1175.8255,1237.096154
"135",1844,7,27,1844,8,3,30,1844.57260273973,240,1237.096154,1237.096154,1176.68438,1176.68438,1237.096154
"136",1844,8,3,1844,8,10,31,1844.59178082192,175,1237.096154,1237.096154,1177.546322,1177.546322,1237.096154
"137",1844,8,10,1844,8,17,32,1844.61095890411,209,1237.096154,1237.096154,1178.411281,1178.411281,1237.096154
"138",1844,8,17,1844,8,24,33,1844.6301369863,163,1237.096154,1237.096154,1179.279215,1179.279215,1237.096154
"139",1844,8,24,1844,8,31,34,1844.64931506849,211,1237.096154,1237.096154,1180.15008,1180.15008,1237.096154
"140",1844,8,31,1844,9,7,35,1844.66849315068,234,1237.096154,1237.096154,1181.023879,1181.023879,1237.096154
"141",1844,9,7,1844,9,14,36,1844.68767123288,205,1237.096154,1237.096154,1181.900478,1181.900478,1237.096154
"142",1844,9,14,1844,9,21,37,1844.70684931507,167,1237.096154,1237.096154,1182.779879,1182.779879,1237.096154
"143",1844,9,21,1844,9,28,38,1844.72602739726,136,1237.096154,1237.096154,1183.662039,1183.662039,1237.096154
"144",1844,9,28,1844,10,5,39,1844.74520547945,201,1237.096154,1237.096154,1184.546915,1184.546915,1237.096154
"145",1844,10,5,1844,10,12,40,1844.76438356164,270,1237.096154,1237.096154,1185.434463,1185.434463,1237.096154
"146",1844,10,12,1844,10,19,41,1844.78356164384,191,1237.096154,1237.096154,1186.324641,1186.324641,1237.096154
"147",1844,10,19,1844,10,26,42,1844.80273972603,197,1237.096154,1237.096154,1187.217405,1187.217405,1237.096154
"148",1844,10,26,1844,11,2,43,1844.82191780822,179,1237.096154,1237.096154,1188.112712,1188.112712,1237.096154
"149",1844,11,2,1844,11,9,44,1844.84109589041,275,1237.096154,1237.096154,1189.01052,1189.01052,1237.096154
"150",1844,11,9,1844,11,16,45,1844.8602739726,153,1237.096154,1237.096154,1189.910784,1189.910784,1237.096154
"151",1844,11,16,1844,11,23,46,1844.87945205479,167,1237.096154,1237.096154,1190.813462,1190.813462,1237.096154
"152",1844,11,23,1844,11,30,47,1844.89863013699,239,1237.096154,1237.096154,1191.718511,1191.718511,1237.096154
"153",1844,11,30,1844,12,7,48,1844.91780821918,2647,1237.096154,1237.096154,1192.625935,1192.625935,1237.096154
"154",1844,12,7,1844,12,14,49,1844.93698630137,80,1237.096154,1237.096154,1193.535596,1193.535596,1237.096154
"155",1844,12,14,1844,12,21,50,1844.95616438356,99,1237.096154,1237.096154,1194.447498,1194.447498,1237.096154
"156",1844,12,21,1844,12,28,51,1844.97534246575,NA,1237.096154,1237.096154,1195.361599,1195.361599,1237.096154
"157",1844,12,28,1845,1,4,52,1844.99452054795,1462,1462,1462,1196.277854,1196.277854,1462
"158",1845,1,4,1845,1,11,1,1845.01095890411,1311,1311,1311,1197.196221,1197.196221,1311
"159",1845,1,11,1845,1,18,2,1845.0301369863,1331,1331,1331,1198.116657,1198.116657,1331
"160",1845,1,18,1845,1,25,3,1845.04931506849,1340,1340,1340,1199.039119,1199.039119,1340
"161",1845,1,25,1845,2,1,4,1845.06849315068,1236,1236,1236,1199.963563,1199.963563,1236
"162",1845,2,1,1845,2,8,5,1845.08767123288,1289,1289,1289,1200.889946,1200.889946,1289
"163",1845,2,8,1845,2,15,6,1845.10684931507,1256,1256,1256,1201.818226,1201.818226,1256
"164",1845,2,15,1845,2,22,7,1845.12602739726,1339,1339,1339,1202.748358,1202.748358,1339
"165",1845,2,22,1845,3,1,8,1845.14520547945,1480,1480,1480,1203.68035,1203.68035,1480
"166",1845,3,1,1845,3,8,9,1845.16438356164,1254,1254,1254,1204.614059,1204.614059,1254
"167",1845,3,8,1845,3,15,10,1845.18356164384,1330,1330,1330,1205.549492,1205.549492,1330
"168",1845,3,15,1845,3,22,11,1845.20273972603,1258,1258,1258,1206.486605,1206.486605,1258
"169",1845,3,22,1845,3,29,12,1845.22191780822,1540,1540,1540,1207.425356,1207.425356,1540
"170",1845,3,29,1845,4,5,13,1845.24109589041,1326,1326,1326,1208.365701,1208.365701,1326
"171",1845,4,5,1845,4,12,14,1845.2602739726,1199,1199,1199,1209.307597,1209.307597,1199
"172",1845,4,12,1845,4,19,15,1845.27945205479,1319,1319,1319,1210.251002,1210.251002,1319
"173",1845,4,19,1845,4,26,16,1845.29863013699,1299,1299,1299,1211.195871,1211.195871,1299
"174",1845,4,26,1845,5,3,17,1845.31780821918,1339,1339,1339,1212.142161,1212.142161,1339
"175",1845,5,3,1845,5,10,18,1845.33698630137,1191,1191,1191,1213.08983,1213.08983,1191
"176",1845,5,10,1845,5,17,19,1845.35616438356,1218,1218,1218,1214.038835,1214.038835,1218
"177",1845,5,17,1845,5,24,20,1845.37534246575,1194,1194,1194,1214.989181,1214.989181,1194
"178",1845,5,24,1845,5,31,21,1845.39452054795,1243,1243,1243,1215.940727,1215.940727,1243
"179",1845,5,31,1845,6,7,22,1845.41369863014,1319,1319,1319,1216.893479,1216.893479,1319
"180",1845,6,7,1845,6,14,23,1845.43287671233,1203,1203,1203,1217.847394,1217.847394,1203
"181",1845,6,14,1845,6,21,24,1845.45205479452,1173,1173,1173,1218.802429,1218.802429,1173
"182",1845,6,21,1845,6,28,25,1845.47123287671,1281,1281,1281,1219.75854,1219.75854,1281
"183",1845,6,28,1845,7,5,26,1845.4904109589,1245,1245,1245,1220.715685,1220.715685,1245
"184",1845,7,5,1845,7,12,27,1845.5095890411,1036,1036,1036,1221.67382,1221.67382,1036
"185",1845,7,12,1845,7,19,28,1845.52876712329,1306,1306,1306,1222.632902,1222.632902,1306
"186",1845,7,19,1845,7,26,29,1845.54794520548,1232,1232,1232,1223.592888,1223.592888,1232
"187",1845,7,26,1845,8,2,30,1845.56712328767,1143,1143,1143,1224.553735,1224.553735,1143
"188",1845,8,2,1845,8,9,31,1845.58630136986,1216,1216,1216,1225.5154,1225.5154,1216
"189",1845,8,9,1845,8,16,32,1845.60547945205,1266,1266,1266,1226.47789,1226.47789,1266
"190",1845,8,16,1845,8,23,33,1845.62465753425,1129,1129,1129,1227.441061,1227.441061,1129
"191",1845,8,23,1845,8,30,34,1845.64383561644,1291,1291,1291,1228.40492,1228.40492,1291
"192",1845,8,30,1845,9,6,35,1845.66301369863,1287,1287,1287,1229.369425,1229.369425,1287
"193",1845,9,6,1845,9,13,36,1845.68219178082,1184,1184,1184,1230.334532,1230.334532,1184
"194",1845,9,13,1845,9,20,37,1845.70136986301,1090,1090,1090,1231.300197,1231.300197,1090
"195",1845,9,20,1845,9,27,38,1845.72054794521,1274,1274,1274,1232.266379,1232.266379,1274
"196",1845,9,27,1845,10,4,39,1845.7397260274,1244,1244,1244,1233.233033,1233.233033,1244
"197",1845,10,4,1845,10,11,40,1845.75890410959,1082,1082,1082,1234.200117,1234.200117,1082
"198",1845,10,11,1845,10,18,41,1845.77808219178,1310,1310,1310,1235.167587,1235.167587,1310
"199",1845,10,18,1845,10,25,42,1845.79726027397,1265,1265,1265,1236.1354,1236.1354,1265
"200",1845,10,25,1845,11,1,43,1845.81643835616,1291,1291,1291,1237.103514,1237.103514,1291
"201",1845,11,1,1845,11,8,44,1845.83561643836,1226,1226,1226,1238.071935,1238.071935,1226
"202",1845,11,8,1845,11,15,45,1845.85479452055,1228,1228,1228,1239.040519,1239.040519,1228
"203",1845,11,15,1845,11,22,46,1845.87397260274,1217,1217,1217,1240.009274,1240.009274,1217
"204",1845,11,22,1845,11,29,47,1845.89315068493,1277,1277,1277,1240.978157,1240.978157,1277
"205",1845,11,29,1845,12,6,48,1845.91232876712,1292,1292,1292,1241.947124,1241.947124,1292
"206",1845,12,6,1845,12,13,49,1845.93150684932,1359,1359,1359,1242.916133,1242.916133,1359
"207",1845,12,13,1845,12,20,50,1845.95068493151,1206,1206,1206,1243.885139,1243.885139,1206
"208",1845,12,20,1845,12,27,51,1845.9698630137,1069,1069,1069,1244.854101,1244.854101,1069
"209",1845,12,27,1846,1,3,52,1845.98904109589,1471,1471,1471,1245.822975,1245.822975,1471
"210",1846,1,3,1846,1,10,1,1846.00821917808,1250,1250,1250,1246.791717,1246.791717,1250
"211",1846,1,10,1846,1,17,2,1846.02739726027,1370,1370,1370,1247.760285,1247.760285,1370
"212",1846,1,17,1846,1,24,3,1846.04657534247,1205,1205,1205,1248.728635,1248.728635,1205
"213",1846,1,24,1846,1,31,4,1846.06575342466,1310,1310,1310,1249.696776,1249.696776,1310
"214",1846,1,31,1846,2,7,5,1846.08493150685,1544,1544,1544,1250.664562,1250.664562,1544
"215",1846,2,7,1846,2,14,6,1846.10410958904,1375,1375,1375,1251.632001,1251.632001,1375
"216",1846,2,14,1846,2,21,7,1846.12328767123,1441,1441,1441,1252.59905,1252.59905,1441
"217",1846,2,21,1846,2,28,8,1846.14246575342,1420,1420,1420,1253.565666,1253.565666,1420
"218",1846,2,28,1846,3,7,9,1846.16164383562,1329,1329,1329,1254.531805,1254.531805,1329
"219",1846,3,7,1846,3,14,10,1846.18082191781,1502,1502,1502,1255.497425,1255.497425,1502
"220",1846,3,14,1846,3,21,11,1846.2,1349,1349,1349,1256.462483,1256.462483,1349
"221",1846,3,21,1846,3,28,12,1846.21917808219,1412,1412,1412,1257.426935,1257.426935,1412
"222",1846,3,28,1846,4,4,13,1846.23835616438,1326,1326,1326,1258.390737,1258.390737,1326
"223",1846,4,4,1846,4,11,14,1846.25753424658,1200,1200,1200,1259.353848,1259.353848,1200
"224",1846,4,11,1846,4,18,15,1846.27671232877,1412,1412,1412,1260.316224,1260.316224,1412
"225",1846,4,18,1846,4,25,16,1846.29589041096,1439,1439,1439,1261.277822,1261.277822,1439
"226",1846,4,25,1846,5,2,17,1846.31506849315,1415,1415,1415,1262.238648,1262.238648,1415
"227",1846,5,2,1846,5,9,18,1846.33424657534,1414,1414,1414,1263.198559,1263.198559,1414
"228",1846,5,9,1846,5,16,19,1846.35342465753,1395,1395,1395,1264.157563,1264.157563,1395
"229",1846,5,16,1846,5,23,20,1846.37260273973,1297,1297,1297,1265.115616,1265.115616,1297
"230",1846,5,23,1846,5,30,21,1846.39178082192,1428,1428,1428,1266.072675,1266.072675,1428
"231",1846,5,30,1846,6,6,22,1846.41095890411,1309,1309,1309,1267.028697,1267.028697,1309
"232",1846,6,6,1846,6,13,23,1846.4301369863,1331,1331,1331,1267.983638,1267.983638,1331
"233",1846,6,13,1846,6,20,24,1846.44931506849,1329,1329,1329,1268.937457,1268.937457,1329
"234",1846,6,20,1846,6,27,25,1846.46849315068,1353,1353,1353,1269.890108,1269.890108,1353
"235",1846,6,27,1846,7,4,26,1846.48767123288,1334,1334,1334,1270.84155,1270.84155,1334
"236",1846,7,4,1846,7,11,27,1846.50684931507,1278,1278,1278,1271.79174,1271.79174,1278
"237",1846,7,11,1846,7,18,28,1846.52602739726,1262,1262,1262,1272.740633,1272.740633,1262
"238",1846,7,18,1846,7,25,29,1846.54520547945,1243,1243,1243,1273.688237,1273.688237,1243
"239",1846,7,25,1846,8,1,30,1846.56438356164,1229,1229,1229,1274.634409,1274.634409,1229
"240",1846,8,1,1846,8,8,31,1846.58356164384,1265,1265,1265,1275.579156,1275.579156,1265
"241",1846,8,8,1846,8,15,32,1846.60273972603,1363,1363,1363,1276.522434,1276.522434,1363
"242",1846,8,15,1846,8,22,33,1846.62191780822,1278,1278,1278,1277.464201,1277.464201,1278
"243",1846,8,22,1846,8,29,34,1846.64109589041,1389,1389,1389,1278.404413,1278.404413,1389
"244",1846,8,29,1846,9,5,35,1846.6602739726,1310,1310,1310,1279.343027,1279.343027,1310
"245",1846,9,5,1846,9,12,36,1846.67945205479,1280,1280,1280,1280.28,1280.28,1280
"246",1846,9,12,1846,9,19,37,1846.69863013699,1235,1235,1235,1281.215289,1281.215289,1235
"247",1846,9,19,1846,9,26,38,1846.71780821918,1280,1280,1280,1282.148851,1282.148851,1280
